1	49	-31.0462898672391
2	99	-28.36909827428934
3	149	-19.985233878896867
4	199	-24.177192719131007
5	249	-35.94554757661486
6	299	-19.392498489282254
7	349	-22.779126841806804
8	399	-29.048547526487084
9	449	-28.953787667954053
10	499	-26.609672653841386
11	549	-25.528987831138604
12	599	-35.134913348913635
13	649	-21.268915537294884
14	699	-24.663066696428007
15	749	-27.80055301866793
16	799	-26.139533468295728
17	849	-27.759888196971716
18	899	-27.061358938518655
19	949	-26.195676296767726
20	999	-28.14844892734497
21	1049	-37.803247912216776
22	1099	-41.18883900912438
23	1149	-33.45743888209811
24	1199	-15.868930300248818
25	1249	-31.385463667977344
26	1299	-34.78459547314449
27	1349	-24.827305009964995
28	1399	-29.203414007957388
29	1449	-24.518061755112022
30	1499	-15.914928180167768
31	1549	-24.24505548524184
32	1599	-30.886088653279547
33	1649	-27.18268764098678
34	1699	-17.603060341986176
35	1749	-20.87308319282801
36	1799	-14.393056507809304
37	1849	-17.39555241154165
38	1899	-29.266797862416944
39	1949	-20.711431787614583
40	1999	-16.013060777777618
41	2049	-17.775203371009155
42	2099	-16.826761326846935
43	2149	-21.08694748855759
44	2199	-16.553988680641364
45	2249	-13.036662465364559
46	2299	-13.977293781085514
47	2349	-15.71371393975901
48	2399	-23.114110375838152
49	2449	-22.59001693920581
50	2499	-21.09218882147262
