1	49	-57.365674742285016
2	99	-52.861310368027404
3	149	-65.0016058234608
4	199	-58.908910981670886
5	249	-55.976871450064344
6	299	-52.42095516096709
7	349	-62.30381554535209
8	399	-61.229186871182705
9	449	-51.8603846686851
10	499	-62.42946405082325
11	549	-60.73252021882776
12	599	-59.47381521469206
13	649	-58.8868118705567
14	699	-60.62824153863175
15	749	-63.14784658924094
16	799	-63.241303280495856
17	849	-60.95708577192907
18	899	-57.19192633015987
19	949	-59.902162567824384
20	999	-62.26009670974176
21	1049	-48.62636829168755
22	1099	-50.493417317381805
23	1149	-27.91955077939273
24	1199	-17.77349939768658
25	1249	-29.442576467479004
26	1299	-35.359579060198556
27	1349	-28.62758331083529
28	1399	-42.21343850651914
29	1449	-32.16082363613202
30	1499	-33.44117234000567
31	1549	-20.41257722740284
32	1599	-29.85445965267312
33	1649	-22.24989987716056
34	1699	-22.636659881159474
35	1749	-19.79463029657395
36	1799	-23.83454049585634
37	1849	-29.615074596618204
38	1899	-25.524352557634447
39	1949	-28.366397023437216
40	1999	-16.091467591225737
41	2049	-18.351247327618857
42	2099	-21.060419446119276
43	2149	-21.574254705863638
44	2199	-15.778131563819661
45	2249	-16.653596297687464
46	2299	-18.89487499522833
47	2349	-13.600364462001869
48	2399	-19.247203162835007
49	2449	-18.257346645293538
50	2499	-18.239320497380277
