1	49	-46.066553768718464
2	99	-45.84994431271261
3	149	-53.12462454498958
4	199	-44.708894920197
5	249	-45.31540513628722
6	299	-45.67567001512789
7	349	-41.49534901408202
8	399	-42.75815070069164
9	449	-51.54301096105558
10	499	-42.78165618370113
11	549	-49.95033032784352
12	599	-49.975642064655474
13	649	-41.509795209644004
14	699	-44.51449853439784
15	749	-43.60497900664036
16	799	-42.19158426323542
17	849	-51.63819700053003
18	899	-43.39668866793359
19	949	-42.54438723910396
20	999	-45.953185775489
21	1049	-30.38511920268813
22	1099	-38.584734970209695
23	1149	-23.377564043371077
24	1199	-24.26586901045754
25	1249	-32.494886471691636
26	1299	-16.144381803055023
27	1349	-29.979419936572093
28	1399	-29.31346799160811
29	1449	-26.527760318794396
30	1499	-19.57434614131673
31	1549	-22.822516841729723
32	1599	-28.261224723957103
33	1649	-26.381202123459836
34	1699	-24.936671843426616
35	1749	-29.11500921708086
36	1799	-18.94776141216441
37	1849	-15.614883664442885
38	1899	-19.611377563244226
39	1949	-17.026821619098445
40	1999	-15.198226347308795
41	2049	-17.347560938641067
42	2099	-20.968755367242732
43	2149	-19.1630058683941
44	2199	-14.322144665683473
45	2249	-24.958802153229588
46	2299	-15.209503937416406
47	2349	-20.681262706078567
48	2399	-16.39714462129457
49	2449	-20.059698954619922
50	2499	-16.28958630154734
