1	49	-16.986668652097737
2	99	-20.047855469657723
3	149	-31.382470654860708
4	199	-22.271072863917002
5	249	-20.31120048765775
6	299	-20.810313485272292
7	349	-17.20640517520854
8	399	-20.57684651302381
9	449	-19.505778259070375
10	499	-13.959392311225765
11	549	-23.96257685326372
12	599	-23.303992506955534
13	649	-27.99118058899931
14	699	-18.33429315274111
15	749	-27.253692713181092
16	799	-36.10177858094785
17	849	-24.10615778247088
18	899	-15.646797947921582
19	949	-19.210101798028067
20	999	-24.015024297213735
21	1049	-25.435761050260336
22	1099	-24.447058991637004
23	1149	-45.103381311670354
24	1199	-27.61670314134876
25	1249	-33.41989265231166
26	1299	-37.24186700848119
27	1349	-35.96522339899292
28	1399	-31.73222146666478
29	1449	-22.677637065328398
30	1499	-21.13821075683972
31	1549	-22.104197150269442
32	1599	-23.449780196532508
33	1649	-17.603225030433226
34	1699	-30.87036168560288
35	1749	-20.80665794152309
36	1799	-23.25796991352111
37	1849	-22.722916580049265
38	1899	-21.449221456661324
39	1949	-20.91107734398114
40	1999	-26.46834011947646
41	2049	-15.937939408619641
42	2099	-20.465312627456676
43	2149	-16.11393095184098
44	2199	-17.51439527546506
45	2249	-21.289248539255883
46	2299	-14.869526470235547
47	2349	-13.973478610923177
48	2399	-16.958194952232848
49	2449	-11.480066011203652
50	2499	-15.505452422660156
