1	49	-44.00813456051623
2	99	-47.34950692735636
3	149	-36.09575772742028
4	199	-42.15917729668122
5	249	-42.61302988737917
6	299	-42.60640316412065
7	349	-40.595566439601264
8	399	-43.29939645769809
9	449	-36.59382604898162
10	499	-44.880357421048814
11	549	-45.87124495120341
12	599	-40.67303135766694
13	649	-36.404642087747774
14	699	-40.63870847062822
15	749	-48.130825937802236
16	799	-35.407382888409145
17	849	-38.40607490231756
18	899	-31.63376173416817
19	949	-39.74346093127909
20	999	-37.45670827634332
21	1049	-32.91998844470416
22	1099	-39.42526828424567
23	1149	-34.41391378912826
24	1199	-22.233964862859636
25	1249	-40.93105835539003
26	1299	-21.094548934978885
27	1349	-28.489406703480228
28	1399	-19.413983863270783
29	1449	-20.80028191444689
30	1499	-22.661277747817476
31	1549	-13.904057025625043
32	1599	-13.972688339534146
33	1649	-16.594869491982745
34	1699	-17.158741978534486
35	1749	-18.31976171280373
36	1799	-13.81670903765476
37	1849	-15.463914824292592
38	1899	-9.920724405408965
39	1949	-18.09335426411287
40	1999	-12.601648250141151
41	2049	-13.963389783951051
42	2099	-12.116005553276056
43	2149	-12.70225663505012
44	2199	-13.091865223706414
45	2249	-16.68239629535225
46	2299	-10.426090283561352
47	2349	-18.28032851821763
48	2399	-23.580343205150868
49	2449	-17.794802664823607
50	2499	-12.21709941154053
