1	49	-48.93060515708301
2	99	-50.83924182495389
3	149	-44.64931700800238
4	199	-44.3049798215155
5	249	-45.168022655275095
6	299	-53.66387160844845
7	349	-49.69950058075817
8	399	-41.36079026405481
9	449	-54.41702832588489
10	499	-46.654921536040405
11	549	-48.62857191489465
12	599	-45.41141002479409
13	649	-47.58769192259071
14	699	-49.67591778414569
15	749	-50.41338980382569
16	799	-52.31470831688807
17	849	-38.0191644993853
18	899	-48.45356700570543
19	949	-46.43279510613917
20	999	-43.97603634407562
21	1049	-47.67808954724634
22	1099	-49.61750213713643
23	1149	-41.89241517879764
24	1199	-29.68489046560138
25	1249	-18.907851545837467
26	1299	-34.24072660136048
27	1349	-29.064162589350456
28	1399	-25.86606786632351
29	1449	-28.366866187693837
30	1499	-26.53747019293558
31	1549	-14.139080948830657
32	1599	-22.849726175311766
33	1649	-25.308429518949822
34	1699	-22.30743215371208
35	1749	-18.81608561381643
36	1799	-34.07453261475405
37	1849	-23.772832141751152
38	1899	-28.857028749218912
39	1949	-17.530797407796598
40	1999	-15.87655297524197
41	2049	-15.869430446155874
42	2099	-20.580939441756684
43	2149	-17.652856189581033
44	2199	-22.9411263253516
45	2249	-18.612174374839235
46	2299	-17.072686821259186
47	2349	-17.919648834443574
48	2399	-20.383212154682735
49	2449	-18.81451035270392
50	2499	-13.663078124475629
