1	49	-62.32229816309194
2	99	-70.46368375141564
3	149	-71.03433369039794
4	199	-67.64109203989402
5	249	-67.98614390437584
6	299	-73.62517343550593
7	349	-68.48105707458761
8	399	-61.98963856513425
9	449	-64.72526646713995
10	499	-68.84314469786823
11	549	-61.72316141856397
12	599	-69.14069469333919
13	649	-68.34041383477908
14	699	-69.88960706045643
15	749	-65.22571995872164
16	799	-65.75435126783759
17	849	-67.73749729749433
18	899	-66.01966538681047
19	949	-62.72845123177586
20	999	-66.66135950199678
21	1049	-47.26807008905274
22	1099	-56.16739825683528
23	1149	-36.354784851492965
24	1199	-34.002491378039075
25	1249	-51.14642863016093
26	1299	-28.473833272212058
27	1349	-29.814436625796603
28	1399	-24.54331786582237
29	1449	-21.68108457224357
30	1499	-15.422314655848844
31	1549	-21.945051808687754
32	1599	-18.810261993574496
33	1649	-23.772300680675716
34	1699	-20.788666524449727
35	1749	-25.261950539374435
36	1799	-20.99593978344377
37	1849	-18.97628563557657
38	1899	-17.32107301465002
39	1949	-12.655794438740301
40	1999	-18.81382896282479
41	2049	-19.120601401036414
42	2099	-26.743673664281985
43	2149	-12.460362586625925
44	2199	-24.56979943495467
45	2249	-15.541254209988493
46	2299	-25.50228747797307
47	2349	-11.908571750205864
48	2399	-9.363690601694572
49	2449	-26.361365321031148
50	2499	-19.455679808623415
